Source,Target,Weight
J Genet Genomics,Parasit Vectors,1
J Genet Genomics,Trends Parasitol,1
J Genet Genomics,Haematologica,1
J Genet Genomics,Annu Rev Biophys,1
J Genet Genomics,Annu Rev Biochem,1
J Genet Genomics,AIDS,1
J Genet Genomics,EMBO Mol Med,1
J Genet Genomics,J Intern Med,3
J Genet Genomics,Gene,2
J Genet Genomics,Mol Biol Cell,1
J Genet Genomics,N Engl J Med,1
J Genet Genomics,World J Microbiol Biotechnol,2
J Genet Genomics,Neurochem Res,3
J Genet Genomics,Arterioscler Thromb Vasc Biol,2
J Genet Genomics,BMC Plant Biol,4
J Genet Genomics,Am J Respir Cell Mol Biol,2
J Genet Genomics,FEBS Lett,3
J Genet Genomics,Insect Sci,1
J Genet Genomics,Sci Signal,1
J Genet Genomics,Cell Biosci,2
J Genet Genomics,Oral Dis,1
J Genet Genomics,Insect Mol Biol,3
J Genet Genomics,ISME J,2
J Genet Genomics,Cancer Lett,1
J Genet Genomics,Structure,5
J Genet Genomics,Antiviral Res,1
J Genet Genomics,Biochem Pharmacol,1
J Genet Genomics,Sheng Wu Gong Cheng Xue Bao,4
J Genet Genomics,GM Crops Food,5
J Genet Genomics,Curr Protoc Mouse Biol,3
J Genet Genomics,Curr Opin Plant Biol,1
J Genet Genomics,Acta Biochim Biophys Sin (Shanghai),4
J Genet Genomics,Biotechniques,2
J Genet Genomics,J Struct Biol,1
J Genet Genomics,Dev Cell,5
J Genet Genomics,Transl Psychiatry,4
J Genet Genomics,Methods,3
J Genet Genomics,Toxins (Basel),2
J Genet Genomics,Zhonghua Kou Qiang Yi Xue Za Zhi,3
J Genet Genomics,Mol Biotechnol,2
J Genet Genomics,Nat Cell Biol,3
J Genet Genomics,Brain Res,1
J Genet Genomics,J Pathol,2
J Genet Genomics,Plant Mol Biol,4
J Genet Genomics,J Mol Cell Biol,8
J Genet Genomics,Hum Mutat,3
J Genet Genomics,J Nanosci Nanotechnol,2
J Genet Genomics,Zhongguo Fei Ai Za Zhi,2
J Genet Genomics,J Gen Virol,3
J Genet Genomics,Mamm Genome,1
J Genet Genomics,Appl Microbiol Biotechnol,1
J Genet Genomics,J Clin Microbiol,6
J Genet Genomics,FASEB J,2
J Genet Genomics,Mol Neurodegener,1
J Genet Genomics,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1
J Genet Genomics,Chem Biol,1
J Genet Genomics,EMBO J,3
J Genet Genomics,Hematology,1
J Genet Genomics,Sheng Li Ke Xue Jin Zhan,1
J Genet Genomics,J Biomol Struct Dyn,1
J Genet Genomics,Biol Reprod,2
J Genet Genomics,J Insect Physiol,1
J Genet Genomics,Int J Cancer,1
J Genet Genomics,Nat Rev Cancer,1
J Genet Genomics,Hear Res,1
J Genet Genomics,Exp Biol Med (Maywood),1
J Genet Genomics,J Biosci Bioeng,1
J Genet Genomics,Curr Opin Struct Biol,1
J Genet Genomics,Microbiol Mol Biol Rev,1
J Genet Genomics,Chromosome Res,1
J Genet Genomics,Onco Targets Ther,2
J Genet Genomics,BMC Genet,1
J Genet Genomics,Foodborne Pathog Dis,2
J Genet Genomics,Gigascience,2
J Genet Genomics,Cell Regen (Lond),1
J Genet Genomics,Cold Spring Harb Perspect Med,2
J Genet Genomics,Int J Biochem Cell Biol,3
J Genet Genomics,Rice (N Y),6
J Genet Genomics,Acta Crystallogr D Biol Crystallogr,1
J Genet Genomics,Biosci Biotechnol Biochem,1
J Genet Genomics,Rapid Commun Mass Spectrom,1
Mol Microbiol,Nat Methods,1
Mol Microbiol,Sci Rep,1
Mol Microbiol,Mol Cell,16
Mol Microbiol,PLoS Genet,9
Mol Microbiol,PLoS One,8
Mol Microbiol,Methods Mol Biol,19
Mol Microbiol,Nature,12
Mol Microbiol,Proc Natl Acad Sci U S A,8
Mol Microbiol,Science,10
Mol Microbiol,J Biol Chem,14
Mol Microbiol,Clin Cancer Res,1
Mol Microbiol,Nucleic Acids Res,32
Mol Microbiol,ACS Synth Biol,1
Mol Microbiol,Cold Spring Harb Protoc,1
Mol Microbiol,J Bacteriol,14
Mol Microbiol,Nat Commun,8
Mol Microbiol,Genome Announc,1
Mol Microbiol,Cell Rep,2
Mol Microbiol,Cell Mol Life Sci,1
Mol Microbiol,Protein Cell,1
Mol Microbiol,Cell,7
Mol Microbiol,Nat Microbiol,4
Mol Microbiol,Genome Biol,2
Mol Microbiol,G3 (Bethesda),4
Mol Microbiol,Genome Biol Evol,3
Mol Microbiol,Front Mol Biosci,2
Mol Microbiol,Biol Direct,3
Mol Microbiol,MBio,9
Mol Microbiol,RNA Biol,31
Mol Microbiol,Front Microbiol,1
Mol Microbiol,Nat Biotechnol,4
Mol Microbiol,Nat Struct Mol Biol,9
Mol Microbiol,FEBS J,1
Mol Microbiol,Stem Cell Reports,1
Mol Microbiol,Bioinformatics,2
Mol Microbiol,Infect Genet Evol,1
Mol Microbiol,Cell Res,3
Mol Microbiol,Extremophiles,6
Mol Microbiol,Proc Biol Sci,2
Mol Microbiol,Biol Chem,2
Mol Microbiol,Stem Cells Dev,1
Mol Microbiol,Cancer Res,1
Mol Microbiol,Appl Environ Microbiol,1
Mol Microbiol,Cell Host Microbe,2
Mol Microbiol,BMC Biol,1
Mol Microbiol,Hum Gene Ther,1
Mol Microbiol,Genes Dev,3
Mol Microbiol,Curr Biol,2
Mol Microbiol,Trends Genet,2
Mol Microbiol,Methods Enzymol,1
Mol Microbiol,Trends Microbiol,6
Mol Microbiol,PLoS Pathog,1
Mol Microbiol,J Biotechnol,1
Mol Microbiol,Curr Opin Biotechnol,1
Mol Microbiol,Genetics,1
Mol Microbiol,Nat Rev Genet,2
Mol Microbiol,Curr Opin Immunol,3
Mol Microbiol,Curr Opin Chem Biol,1
Mol Microbiol,Nat Rev Microbiol,11
Mol Microbiol,Front Genet,2
Mol Microbiol,Genome Med,2
Mol Microbiol,RNA,6
Mol Microbiol,FEBS Lett,3
Mol Microbiol,?,1
Mol Microbiol,Curr Opin Microbiol,6
Mol Microbiol,ISME J,2
Mol Microbiol,Microbiology,3
Mol Microbiol,Structure,7
Mol Microbiol,BMC Microbiol,1
Mol Microbiol,Mob Genet Elements,2
Mol Microbiol,Expert Opin Biol Ther,1
Mol Microbiol,Environ Microbiol,8
Mol Microbiol,PLoS Comput Biol,1
Mol Microbiol,J Struct Biol,4
Mol Microbiol,Annu Rev Food Sci Technol,1
Mol Microbiol,Mol Biosyst,1
Mol Microbiol,J Mol Biol,2
Mol Microbiol,Nat Rev Immunol,1
Mol Microbiol,FEMS Microbiol Lett,2
Mol Microbiol,J Mol Cell Biol,1
Mol Microbiol,J Food Sci,1
Mol Microbiol,Annu Rev Genet,4
Mol Microbiol,J Clin Microbiol,2
Mol Microbiol,Annu Rev Microbiol,2
Mol Microbiol,EMBO J,8
Mol Microbiol,Microbiol Spectr,1
Mol Microbiol,J Biomol Struct Dyn,2
Mol Microbiol,J Am Chem Soc,8
Mol Microbiol,Res Microbiol,2
Mol Microbiol,Food Microbiol,1
Mol Microbiol,Biochimie,2
Mol Microbiol,Int J Food Microbiol,1
Mol Microbiol,Life (Basel),9
Mol Microbiol,Microbiol Mol Biol Rev,2
Mol Microbiol,Trends Biochem Sci,4
Mol Microbiol,Biochem Soc Trans,11
Mol Microbiol,J Dairy Sci,1
Mol Microbiol,PeerJ,1
Mol Microbiol,Antimicrob Agents Chemother,1
Mol Microbiol,F1000Prime Rep,2
Mol Microbiol,Phys Life Rev,2
Mol Microbiol,Wiley Interdiscip Rev RNA,1
Mol Microbiol,Open Biol,1
Mol Microbiol,Biosystems,1
Mol Microbiol,Phys Biol,1
Mol Microbiol,Mol Cell Proteomics,4
Mol Microbiol,Cold Spring Harb Perspect Biol,2
Mol Microbiol,F1000 Biol Rep,1
Mol Microbiol,J Mol Evol,2
Hum Genet,Nat Methods,1
Hum Genet,Sci Rep,8
Hum Genet,Oncogene,1
Hum Genet,Front Pharmacol,1
Hum Genet,PLoS Genet,2
Hum Genet,PLoS One,2
Hum Genet,Nature,2
Hum Genet,Oncotarget,1
Hum Genet,Proc Natl Acad Sci U S A,2
Hum Genet,Science,1
Hum Genet,J Zhejiang Univ Sci B,1
Hum Genet,J Biol Chem,2
Hum Genet,Clin Cancer Res,1
Hum Genet,Nucleic Acids Res,3
Hum Genet,ACS Synth Biol,1
Hum Genet,Cold Spring Harb Protoc,1
Hum Genet,J Bacteriol,1
Hum Genet,Reprod Domest Anim,1
Hum Genet,Nat Commun,3
Hum Genet,Metab Eng,1
Hum Genet,Mol Ther,3
Hum Genet,J Virol,1
Hum Genet,Cell Mol Life Sci,1
Hum Genet,Protein Cell,3
Hum Genet,Cell,1
Hum Genet,Elife,2
Hum Genet,Cancer Discov,1
Hum Genet,Genome Res,1
Hum Genet,Genome Biol,1
Hum Genet,Front Plant Sci,1
Hum Genet,Biol Direct,2
Hum Genet,Nat Chem Biol,1
Hum Genet,Int J Mol Sci,1
Hum Genet,Front Microbiol,1
Hum Genet,Xenotransplantation,1
Hum Genet,Nat Biotechnol,1
Hum Genet,Stem Cell Reports,1
Hum Genet,Cell Stem Cell,3
Hum Genet,Development,1
Hum Genet,Nat Neurosci,1
Hum Genet,J Genet Genomics,3
Hum Genet,Zhonghua Liu Xing Bing Xue Za Zhi,1
Hum Genet,Free Radic Biol Med,1
Hum Genet,Am J Hum Genet,2
Hum Genet,Cell Discov,1
Hum Genet,Biotechnol Bioeng,1
Hum Genet,Stem Cells,2
Hum Genet,Trends Biotechnol,1
Hum Genet,Methods Enzymol,1
Hum Genet,PLoS Pathog,1
Hum Genet,J Biotechnol,1
Hum Genet,Cancer Cell,1
Hum Genet,Microb Cell Fact,1
Hum Genet,Genetics,1
Hum Genet,J Cell Sci,1
Hum Genet,Parasitol Res,1
Hum Genet,Parasitology,1
Hum Genet,Gene Ther,1
Hum Genet,Annu Rev Chem Biomol Eng,1
Hum Genet,Stem Cell Rev,2
Hum Genet,Cell Biosci,1
Hum Genet,Discov Med,2
Hum Genet,PLoS Comput Biol,2
Hum Genet,Dev Cell,1
Hum Genet,Transl Psychiatry,1
Hum Genet,Curr Protoc Hum Genet,3
Hum Genet,Methods,1
Hum Genet,Swiss Med Wkly,1
Hum Genet,J Mol Cell Biol,1
Hum Genet,FASEB J,1
Hum Genet,Hematology,1
Hum Genet,Hear Res,1
Hum Genet,FEBS Open Bio,3
Hum Genet,Expert Opin Ther Targets,1
Hum Genet,Acc Chem Res,1
J Invest Dermatol,Mol Ther,1
J Invest Dermatol,Stem Cells Dev,1
J Invest Dermatol,Hum Gene Ther,1
J Invest Dermatol,Int J Hematol,1
F1000Res,Sci Rep,2
F1000Res,Cell Rep,2
F1000Res,Biotechnol Lett,1
F1000Res,Curr Biol,1
F1000Res,Cancer Cell,1
F1000Res,Biotechnol J,1
F1000Res,OMICS,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Methods,2
Zhonghua Liu Xing Bing Xue Za Zhi,Sci Rep,12
Zhonghua Liu Xing Bing Xue Za Zhi,Oncogene,1
Zhonghua Liu Xing Bing Xue Za Zhi,Mol Cell,2
Zhonghua Liu Xing Bing Xue Za Zhi,PLoS Genet,1
Zhonghua Liu Xing Bing Xue Za Zhi,PLoS One,7
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Protoc,3
Zhonghua Liu Xing Bing Xue Za Zhi,Methods Mol Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nature,5
Zhonghua Liu Xing Bing Xue Za Zhi,Oncotarget,8
Zhonghua Liu Xing Bing Xue Za Zhi,Proc Natl Acad Sci U S A,3
Zhonghua Liu Xing Bing Xue Za Zhi,J Zhejiang Univ Sci B,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Biol Chem,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nucleic Acids Res,4
Zhonghua Liu Xing Bing Xue Za Zhi,ACS Synth Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Commun,4
Zhonghua Liu Xing Bing Xue Za Zhi,Stand Genomic Sci,1
Zhonghua Liu Xing Bing Xue Za Zhi,Genome Announc,2
Zhonghua Liu Xing Bing Xue Za Zhi,J Virol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Cell Mol Life Sci,3
Zhonghua Liu Xing Bing Xue Za Zhi,Protein Cell,2
Zhonghua Liu Xing Bing Xue Za Zhi,Cell,7
Zhonghua Liu Xing Bing Xue Za Zhi,Elife,1
Zhonghua Liu Xing Bing Xue Za Zhi,Cancer Discov,1
Zhonghua Liu Xing Bing Xue Za Zhi,Yi Chuan,1
Zhonghua Liu Xing Bing Xue Za Zhi,Genome Res,2
Zhonghua Liu Xing Bing Xue Za Zhi,Trends Plant Sci,1
Zhonghua Liu Xing Bing Xue Za Zhi,Genome Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Stem Cells Transl Med,1
Zhonghua Liu Xing Bing Xue Za Zhi,G3 (Bethesda),2
Zhonghua Liu Xing Bing Xue Za Zhi,Cancer Sci,1
Zhonghua Liu Xing Bing Xue Za Zhi,Hum Mol Genet,3
Zhonghua Liu Xing Bing Xue Za Zhi,Front Plant Sci,2
Zhonghua Liu Xing Bing Xue Za Zhi,Front Mol Neurosci,1
Zhonghua Liu Xing Bing Xue Za Zhi,Virus Res,1
Zhonghua Liu Xing Bing Xue Za Zhi,Virol J,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Plants,1
Zhonghua Liu Xing Bing Xue Za Zhi,RNA Biol,2
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Chem Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Int J Mol Sci,1
Zhonghua Liu Xing Bing Xue Za Zhi,Plant Biotechnol J,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Biotechnol,4
Zhonghua Liu Xing Bing Xue Za Zhi,Mol Ther Methods Clin Dev,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Struct Mol Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Stem Cell Reports,2
Zhonghua Liu Xing Bing Xue Za Zhi,Biol Open,2
Zhonghua Liu Xing Bing Xue Za Zhi,Cell Stem Cell,5
Zhonghua Liu Xing Bing Xue Za Zhi,Bioinformatics,3
Zhonghua Liu Xing Bing Xue Za Zhi,Cell Res,7
Zhonghua Liu Xing Bing Xue Za Zhi,Development,2
Zhonghua Liu Xing Bing Xue Za Zhi,Dev Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Ind Microbiol Biotechnol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Biotechnol Lett,3
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Neurosci,1
Zhonghua Liu Xing Bing Xue Za Zhi,Int J Biol Sci,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Cell Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Genet Genomics,4
Zhonghua Liu Xing Bing Xue Za Zhi,Hum Genet,1
Zhonghua Liu Xing Bing Xue Za Zhi,Zhongguo Shi Yan Xue Ye Xue Za Zhi,1
Zhonghua Liu Xing Bing Xue Za Zhi,Cancer Res,1
Zhonghua Liu Xing Bing Xue Za Zhi,Viruses,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Clin Invest,1
Zhonghua Liu Xing Bing Xue Za Zhi,Free Radic Biol Med,1
Zhonghua Liu Xing Bing Xue Za Zhi,Fly (Austin),1
Zhonghua Liu Xing Bing Xue Za Zhi,Methods Cell Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Cell Discov,4
Zhonghua Liu Xing Bing Xue Za Zhi,Biotechnol Bioeng,1
Zhonghua Liu Xing Bing Xue Za Zhi,Stem Cells,1
Zhonghua Liu Xing Bing Xue Za Zhi,Methods Enzymol,1
Zhonghua Liu Xing Bing Xue Za Zhi,PLoS Pathog,3
Zhonghua Liu Xing Bing Xue Za Zhi,Genesis,1
Zhonghua Liu Xing Bing Xue Za Zhi,Curr Microbiol,9
Zhonghua Liu Xing Bing Xue Za Zhi,J Biotechnol,2
Zhonghua Liu Xing Bing Xue Za Zhi,Cancer Cell,1
Zhonghua Liu Xing Bing Xue Za Zhi,Insect Biochem Mol Biol,3
Zhonghua Liu Xing Bing Xue Za Zhi,Genetics,3
Zhonghua Liu Xing Bing Xue Za Zhi,EBioMedicine,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nan Fang Yi Ke Da Xue Xue Bao,1
Zhonghua Liu Xing Bing Xue Za Zhi,Biochem Biophys Res Commun,4
Zhonghua Liu Xing Bing Xue Za Zhi,J Neurosci Res,1
Zhonghua Liu Xing Bing Xue Za Zhi,Biotechnol J,1
Zhonghua Liu Xing Bing Xue Za Zhi,Wei Sheng Wu Xue Bao,9
Zhonghua Liu Xing Bing Xue Za Zhi,Parasitology,1
Zhonghua Liu Xing Bing Xue Za Zhi,Mol Plant,2
Zhonghua Liu Xing Bing Xue Za Zhi,Biomed Res Int,1
Zhonghua Liu Xing Bing Xue Za Zhi,Gene Ther,2
Zhonghua Liu Xing Bing Xue Za Zhi,Parasit Vectors,1
Zhonghua Liu Xing Bing Xue Za Zhi,Stem Cells Int,1
Zhonghua Liu Xing Bing Xue Za Zhi,EMBO Mol Med,1
Zhonghua Liu Xing Bing Xue Za Zhi,World J Microbiol Biotechnol,8
Zhonghua Liu Xing Bing Xue Za Zhi,Neurochem Res,1
Zhonghua Liu Xing Bing Xue Za Zhi,BMC Plant Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Am J Respir Cell Mol Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Sci Signal,1
Zhonghua Liu Xing Bing Xue Za Zhi,Cell Biosci,1
Zhonghua Liu Xing Bing Xue Za Zhi,Insect Mol Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Biochem Pharmacol,2
Zhonghua Liu Xing Bing Xue Za Zhi,Sheng Wu Gong Cheng Xue Bao,1
Zhonghua Liu Xing Bing Xue Za Zhi,GM Crops Food,1
Zhonghua Liu Xing Bing Xue Za Zhi,Acta Biochim Biophys Sin (Shanghai),3
Zhonghua Liu Xing Bing Xue Za Zhi,Gastroenterology,1
Zhonghua Liu Xing Bing Xue Za Zhi,Dev Cell,1
Zhonghua Liu Xing Bing Xue Za Zhi,Transl Psychiatry,2
Zhonghua Liu Xing Bing Xue Za Zhi,Mol Biotechnol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Nat Cell Biol,1
Zhonghua Liu Xing Bing Xue Za Zhi,Mol Autism,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Pathol,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Mol Cell Biol,2
Zhonghua Liu Xing Bing Xue Za Zhi,Hum Mutat,2
Zhonghua Liu Xing Bing Xue Za Zhi,J Nanosci Nanotechnol,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Gen Virol,1
Zhonghua Liu Xing Bing Xue Za Zhi,J Clin Microbiol,2
Zhonghua Liu Xing Bing Xue Za Zhi,FASEB J,1
Zhonghua Liu Xing Bing Xue Za Zhi,Mol Neurodegener,1
Zhonghua Liu Xing Bing Xue Za Zhi,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,8
Zhonghua Liu Xing Bing Xue Za Zhi,Cell Logist,1
Zhonghua Liu Xing Bing Xue Za Zhi,EMBO J,2
Zhonghua Liu Xing Bing Xue Za Zhi,Hematology,1
Zhonghua Liu Xing Bing Xue Za Zhi,Exp Biol Med (Maywood),1
Zhonghua Liu Xing Bing Xue Za Zhi,Onco Targets Ther,1
Zhonghua Liu Xing Bing Xue Za Zhi,Cell Regen (Lond),1
Zhonghua Liu Xing Bing Xue Za Zhi,Rice (N Y),1
Diabetologia,Sci Rep,2
Diabetologia,PLoS One,1
Diabetologia,Oncotarget,1
Diabetologia,Nucleic Acids Res,1
Diabetologia,Nat Med,1
Diabetologia,Hepatology,1
Diabetologia,Blood,2
Diabetologia,Insect Biochem Mol Biol,1
Diabetologia,Acta Biochim Biophys Sin (Shanghai),1
Diabetologia,Plant Mol Biol,1
Stem Cells Dev,Nat Methods,1
Stem Cells Dev,Sci Rep,13
Stem Cells Dev,PLoS Genet,1
Stem Cells Dev,PLoS One,5
Stem Cells Dev,Methods Mol Biol,5
Stem Cells Dev,Nature,3
Stem Cells Dev,Oncotarget,3
Stem Cells Dev,Proc Natl Acad Sci U S A,4
Stem Cells Dev,Science,1
Stem Cells Dev,J Biol Chem,6
Stem Cells Dev,Clin Cancer Res,1
Stem Cells Dev,Nucleic Acids Res,2
Stem Cells Dev,ACS Synth Biol,4
Stem Cells Dev,Plant Cell Rep,2
Stem Cells Dev,Nat Commun,5
Stem Cells Dev,Metab Eng,1
Stem Cells Dev,Stand Genomic Sci,1
Stem Cells Dev,Mol Ther,5
Stem Cells Dev,Cell Rep,2
Stem Cells Dev,Cell Mol Life Sci,1
Stem Cells Dev,Protein Cell,5
Stem Cells Dev,Cancer Discov,1
Stem Cells Dev,Yi Chuan,1
Stem Cells Dev,Sci Adv,1
Stem Cells Dev,Genome Res,1
Stem Cells Dev,BMC Genomics,1
Stem Cells Dev,G3 (Bethesda),3
Stem Cells Dev,Hum Mol Genet,3
Stem Cells Dev,J Integr Plant Biol,1
Stem Cells Dev,MBio,2
Stem Cells Dev,Mol Ther Nucleic Acids,1
Stem Cells Dev,Virus Res,1
Stem Cells Dev,Nat Chem Biol,1
Stem Cells Dev,Nat Biotechnol,2
Stem Cells Dev,Mol Cell Biol,1
Stem Cells Dev,FEBS J,1
Stem Cells Dev,Stem Cell Reports,1
Stem Cells Dev,Cell Stem Cell,4
Stem Cells Dev,Cell Res,5
Stem Cells Dev,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,2
Stem Cells Dev,Dev Biol,1
Stem Cells Dev,Dev Genes Evol,1
Stem Cells Dev,Biotechnol Lett,1
Stem Cells Dev,Brief Funct Genomics,1
Stem Cells Dev,Stem Cell Res,3
Stem Cells Dev,J Genet Genomics,1
Stem Cells Dev,Mol Microbiol,1
Stem Cells Dev,J Invest Dermatol,1
Stem Cells Dev,DNA Repair (Amst),1
Stem Cells Dev,J Clin Invest,1
Stem Cells Dev,Hum Gene Ther,6
Stem Cells Dev,Genes Dev,1
Stem Cells Dev,Cell Discov,1
Stem Cells Dev,Bioresour Technol,1
Stem Cells Dev,J Biotechnol,1
Stem Cells Dev,Cancer Cell,1
Stem Cells Dev,Insect Biochem Mol Biol,1
Stem Cells Dev,Genetics,2
Stem Cells Dev,Nan Fang Yi Ke Da Xue Xue Bao,1
Stem Cells Dev,Biochem Biophys Res Commun,2
Stem Cells Dev,J Neurosci Res,1
Stem Cells Dev,Wei Sheng Wu Xue Bao,1
Stem Cells Dev,J Vis Exp,3
Stem Cells Dev,Exp Mol Med,1
Stem Cells Dev,Plant Physiol,1
Stem Cells Dev,Int J Hematol,1
Stem Cells Dev,Mol Plant,1
Stem Cells Dev,Leukemia,1
Stem Cells Dev,Cell Death Differ,1
Stem Cells Dev,Biomed Res Int,2
Stem Cells Dev,Gene Ther,1
Stem Cells Dev,Virology,1
Stem Cells Dev,Mol Biol Cell,2
Stem Cells Dev,Neurochem Res,1
Stem Cells Dev,BMC Plant Biol,1
Stem Cells Dev,J Assist Reprod Genet,3
Stem Cells Dev,Sci Signal,1
Stem Cells Dev,Zhonghua Bing Li Xue Za Zhi,1
Stem Cells Dev,Acta Biochim Biophys Sin (Shanghai),1
Stem Cells Dev,Gastroenterology,1
Stem Cells Dev,Gen Comp Endocrinol,1
Stem Cells Dev,Brain Res,2
Stem Cells Dev,J Mol Cell Biol,2
Stem Cells Dev,Hum Mutat,1
Stem Cells Dev,J Gen Virol,2
Stem Cells Dev,Appl Microbiol Biotechnol,1
Stem Cells Dev,Zygote,1
Stem Cells Dev,EMBO J,1
Stem Cells Dev,Biol Reprod,1
Stem Cells Dev,Onco Targets Ther,1
Stem Cells Dev,Foodborne Pathog Dis,1
Stem Cells Dev,Planta,1
Crit Rev Biotechnol,Sci Rep,1
Crit Rev Biotechnol,Plant Cell Rep,1
Crit Rev Biotechnol,Trends Plant Sci,1
Crit Rev Biotechnol,Genome Biol,1
Crit Rev Biotechnol,Plant Biotechnol J,2
Crit Rev Biotechnol,Cell Stem Cell,1
Crit Rev Biotechnol,Plant Signal Behav,1
Crit Rev Biotechnol,Mol Plant,2
Crit Rev Biotechnol,J Biosci Bioeng,2
Curr Protoc Stem Cell Biol,Nat Methods,1
Curr Protoc Stem Cell Biol,Sci Rep,1
Curr Protoc Stem Cell Biol,PLoS One,3
Curr Protoc Stem Cell Biol,Proc Natl Acad Sci U S A,3
Curr Protoc Stem Cell Biol,Science,2
Curr Protoc Stem Cell Biol,Nucleic Acids Res,2
Curr Protoc Stem Cell Biol,Cold Spring Harb Protoc,1
Curr Protoc Stem Cell Biol,Nat Commun,1
Curr Protoc Stem Cell Biol,Cell Rep,2
Curr Protoc Stem Cell Biol,Elife,1
Curr Protoc Stem Cell Biol,Genome Res,1
Curr Protoc Stem Cell Biol,Nat Biotechnol,2
Curr Protoc Stem Cell Biol,Stem Cell Reports,2
Curr Protoc Stem Cell Biol,Cell Stem Cell,2
Curr Protoc Stem Cell Biol,Bioinformatics,1
Curr Protoc Stem Cell Biol,Clin Chem,1
Curr Protoc Stem Cell Biol,Methods Enzymol,3
Curr Protoc Stem Cell Biol,Curr Protoc Mol Biol,1
Curr Protoc Stem Cell Biol,Genetics,1
Curr Protoc Stem Cell Biol,Biomed Res Int,1
Curr Protoc Stem Cell Biol,Arterioscler Thromb Vasc Biol,1
Curr Protoc Stem Cell Biol,?,1
Curr Protoc Stem Cell Biol,Circ Res,1
Curr Protoc Stem Cell Biol,Onco Targets Ther,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Nat Methods,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Sci Rep,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,PLoS One,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Nat Protoc,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Oncotarget,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Nat Commun,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Genome Announc,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Cell Mol Life Sci,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Cell,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Hum Mol Genet,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Front Plant Sci,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Virus Res,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Virol J,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,RNA Biol,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Int J Mol Sci,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Nat Biotechnol,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Cell Stem Cell,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Cell Res,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Biotechnol Lett,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Nat Neurosci,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Int J Biol Sci,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Zhonghua Liu Xing Bing Xue Za Zhi,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Cell Discov,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Curr Microbiol,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Wei Sheng Wu Xue Bao,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,Biomed Res Int,1
Zhongguo Shi Yan Xue Ye Xue Za Zhi,EMBO Mol Med,1
